lat,lng
36.17441559,-112.7169113
36.17448044,-112.716919
36.17471313,-112.717041
36.17484283,-112.7171402
36.1748848,-112.7171783
36.17509842,-112.7172318
36.17538452,-112.7172241
36.17567825,-112.7172623
36.17584229,-112.7173691
36.17612457,-112.7174225
36.17641449,-112.7173691
36.17660904,-112.7172012
36.17670059,-112.7171173
36.1767807,-112.7170792
36.1769104,-112.7170029
36.17699432,-112.71698
36.17708206,-112.7168961
36.17723846,-112.7168045
36.1774292,-112.7166748
36.17761993,-112.7166061
36.17767334,-112.7165756
36.17787552,-112.7166138
36.17809677,-112.7167358
36.17811966,-112.7167435
36.17832565,-112.7167664
36.17836761,-112.7167435
36.17840958,-112.7167511
36.17856979,-112.7167206
36.17873383,-112.7167435
36.17893982,-112.7167893
36.17906952,-112.7167969
36.17915344,-112.7167511
36.17936707,-112.7167511
36.17956161,-112.7167435
36.17977524,-112.716774
36.18000031,-112.716774
36.18021774,-112.7167893
36.18046951,-112.7168655
36.18071365,-112.7168427
36.18095398,-112.7169113
36.18118668,-112.7170105
36.1812973,-112.7170029
36.18135452,-112.7170715
36.18154907,-112.717186
36.18173599,-112.7173004
36.18195724,-112.7173691
36.1821785,-112.7173233
36.18235397,-112.7172318
36.18246841,-112.7171555
36.18255615,-112.7171097
36.182724,-112.7171173
36.18294144,-112.7170944
36.1831131,-112.7171021
36.18325043,-112.7171249
36.18339539,-112.7171249
36.18349075,-112.7169876
36.18363953,-112.7167206
36.18377686,-112.7164688
36.18395996,-112.7162552
36.18406677,-112.7161942
36.18426895,-112.7161102
36.1844101,-112.7159653
36.18450165,-112.7158432
36.18461227,-112.7156601
36.18466187,-112.7156448
36.1848793,-112.7154846
36.18497849,-112.7153702
36.18514633,-112.7151184
36.18529892,-112.7150116
36.18546295,-112.7148285
36.18562698,-112.714798
36.1857338,-112.714859
36.18606567,-112.7149277
36.1863327,-112.7149658
36.18655014,-112.7148895
36.1867218,-112.7148209
36.18684006,-112.7148056
36.18685913,-112.7147827
36.18719101,-112.7147675
36.18745804,-112.7148285
36.1876297,-112.7148285
36.18780518,-112.714798
36.18802261,-112.7146835
36.18815613,-112.7146225
36.18828201,-112.7145538
36.18853378,-112.7145615
36.18878555,-112.7145157
36.18884659,-112.7142105
36.18878937,-112.7138367
36.18875885,-112.7137528
36.18874359,-112.7134628
36.18875122,-112.7131805
36.18872833,-112.7128754
36.18877792,-112.7125549
36.18888474,-112.7123413
36.18893814,-112.7123261
36.18907166,-112.7123032
36.18935394,-112.7122269
36.18950653,-112.7121506
36.18972397,-112.7121277
36.18983459,-112.7119904
36.18999863,-112.7119827
36.19012833,-112.7120438
36.19031525,-112.7121887
36.19054794,-112.712265
36.19074249,-112.7122803
36.19083405,-112.7123108
36.19084167,-112.7123261
36.19100952,-112.7122726
36.19112778,-112.7119675
36.19108963,-112.7115326
36.19104004,-112.7110901
36.19101334,-112.7109528
36.19104004,-112.7108536
36.19105148,-112.7107773
36.19116592,-112.7105179
36.19127655,-112.7103119
36.19139099,-112.7100525
36.19146729,-112.710022
36.1916008,-112.7099686
36.1917572,-112.7098923
36.19177628,-112.7099228
36.19182205,-112.7101212
36.19181824,-112.7101517
36.19176865,-112.7102432
36.19212341,-112.7099075
36.19204712,-112.7101059
36.19202423,-112.7101822
36.19208145,-112.7101898
36.19208145,-112.7101898
36.19208145,-112.7101898
36.19207764,-112.7102051
36.19207382,-112.7102127
36.19207382,-112.710228
36.19207382,-112.7102509
36.19207764,-112.7102661
36.19207764,-112.7102814
36.19208145,-112.7102966
36.19208908,-112.7102966
36.19208908,-112.7102966
36.19209671,-112.7103043
36.19207001,-112.7103043
36.19158936,-112.7103958
36.19106674,-112.7108154
36.19254684,-112.7096481
36.19231033,-112.7101288
36.19215393,-112.7105408
36.1921463,-112.7105942
36.19216537,-112.7106323
36.19218826,-112.7106628
36.19218063,-112.7106171
36.19220734,-112.7106628
36.19248581,-112.7105179
36.19252777,-112.7105255
36.19259644,-112.7105484
36.19270706,-112.7105942
36.19275665,-112.7105866
36.19279861,-112.7105637
36.19293594,-112.7104645
36.19307327,-112.7103348
36.19320297,-112.7102432
36.19322205,-112.7102356
36.19324875,-112.7102127
36.19335938,-112.7101212
36.19345474,-112.710022
36.19358826,-112.7099228
36.19371033,-112.7098389
36.1937294,-112.7098312
36.19375992,-112.7097778
36.19379425,-112.7097473
36.19393539,-112.709671
36.19407272,-112.7095947
36.19421768,-112.709549
36.19435883,-112.7094879
36.19441223,-112.709465
36.1945343,-112.7093506
36.19462967,-112.709259
36.19464111,-112.7092362
36.194664,-112.709198
36.19473648,-112.709053
36.19473648,-112.7090302
36.19481659,-112.7088776
36.19475174,-112.7087784
36.19540787,-112.7077484
36.19513702,-112.7080002
36.19472885,-112.7082748
36.19462204,-112.7081986
36.19454575,-112.7080612
36.1945343,-112.7080002
36.19453049,-112.7078171
36.19447708,-112.7076798
36.19445801,-112.7075272
36.19446182,-112.7075195
36.19451141,-112.7073898
36.19453812,-112.7073364
36.19458771,-112.7072296
36.19463348,-112.7071075
36.19467545,-112.7070313
36.19475174,-112.7069702
36.19490814,-112.7069626
36.19499207,-112.7069397
36.19507599,-112.7069855
36.19523239,-112.7069702
36.19532013,-112.7069092
36.19537735,-112.7068405
36.19533157,-112.7069702
36.19534302,-112.7069855
36.19553757,-112.7068863
36.19570541,-112.7067871
36.19584656,-112.7068176
36.19597626,-112.706749
36.19612122,-112.7066803
36.19621277,-112.7065506
36.19631958,-112.7065048
36.19644547,-112.7064667
36.19651413,-112.7063675
36.19659042,-112.7062225
36.1966629,-112.7061005
36.19670486,-112.7060013
36.19670868,-112.7059708
36.19680405,-112.7058945
36.19695663,-112.7059174
36.19703674,-112.7058716
36.19720459,-112.705864
36.19745636,-112.7059403
36.19751358,-112.7058945
36.19757462,-112.7057724
36.19766235,-112.7056274
36.19777298,-112.7054901
36.19782257,-112.7054367
36.19792938,-112.7052918
36.19794846,-112.7051468
36.19803619,-112.7050934
36.19803619,-112.7050934
36.19804764,-112.7051086
36.19804764,-112.7051086
36.19805145,-112.7051086
36.19805145,-112.7051086
36.19805527,-112.7051086
36.19814301,-112.7051163
36.19833374,-112.7049942
36.19845581,-112.7049561
36.19857407,-112.7049561
36.19869232,-112.7049255
36.19884491,-112.704895
36.19904327,-112.7048569
36.1991272,-112.7047653
36.19914246,-112.7047424
36.19914246,-112.7047424
36.19914627,-112.7047272
36.19918442,-112.7046433
36.19925308,-112.7044449
36.19926453,-112.7044296
36.19929504,-112.7042465
36.19936371,-112.704071
36.19940567,-112.7039948
36.19955826,-112.7040558
36.19982147,-112.7041702
36.20002747,-112.7042313
36.20017242,-112.7042389
36.20031357,-112.7041855
36.2003212,-112.7042847
36.20037079,-112.7043686
36.20041275,-112.7044296
36.20038605,-112.704628
36.2003212,-112.7048721
36.2003479,-112.7049103
36.20045853,-112.7049637
36.20057297,-112.7050018
36.20058823,-112.7050018
36.20066452,-112.7049866
36.20066452,-112.7049866
36.20085526,-112.7050705
36.20099258,-112.7050858
36.20114136,-112.7050629
36.20133209,-112.7049942
36.20158768,-112.7048416
36.20174026,-112.7047501
36.20175552,-112.7047501
36.20178604,-112.7047119
36.20184326,-112.7046967
36.20184326,-112.704689
36.20189667,-112.704689
36.20193863,-112.7046433
36.20198822,-112.7046127
36.20211029,-112.7045898
36.20226669,-112.7045593
36.20227432,-112.7045593
36.2022934,-112.7045593
36.20241165,-112.7044907
36.2025528,-112.7043991
36.20263672,-112.7043076
36.20264816,-112.7041931
36.2024765,-112.7038345
36.20255661,-112.7037125
36.20259476,-112.7036896
36.20258331,-112.703682
36.2025795,-112.7036743
36.2025795,-112.7036667
36.2025795,-112.7036591
36.20262527,-112.7035446
36.20295715,-112.7033157
36.203125,-112.7033844
36.20317459,-112.703392
36.20325851,-112.7033844
36.20331573,-112.7034531
36.20347214,-112.703476
36.20349121,-112.703476
36.20360565,-112.7034531
36.2036972,-112.7034836
36.20357132,-112.7037888
36.20365143,-112.7038422
36.20373154,-112.7038193
36.20376587,-112.7037888
36.20371246,-112.7039108
36.2036972,-112.7040787
36.20378876,-112.7041473
36.20382309,-112.7041626
36.20386124,-112.7041473
36.20403671,-112.7041168
36.20410156,-112.7041016
36.20425415,-112.704071
36.20427322,-112.7040787
36.20432663,-112.7040939
36.20443726,-112.7040329
36.20450974,-112.7039337
36.20459747,-112.7041092
36.20465851,-112.7041397
36.20476532,-112.7042389
36.20479584,-112.7042313
36.20495987,-112.7040634
36.20519638,-112.7038574
36.2052536,-112.7038117
36.20551682,-112.7037506
36.205616,-112.7037048
36.20569229,-112.7036514
36.20574188,-112.7036285
36.20575333,-112.7036209
36.20580292,-112.7035599
36.20588303,-112.7033463
36.20594788,-112.7032242
36.20597458,-112.7030487
36.20598984,-112.7029266
36.20602036,-112.7027359
36.20610809,-112.7026825
36.2061348,-112.7025452
36.2061348,-112.7025452
36.20610809,-112.7025223
36.20610809,-112.7025223
36.20621872,-112.7024841
36.20640945,-112.7023468
36.20658493,-112.7022705
36.20678329,-112.7022476
36.20690918,-112.7022553
36.2072258,-112.7020874
36.20755005,-112.7019348
36.20763016,-112.7018814
36.20774841,-112.7018051
36.20786667,-112.7017212
36.20801163,-112.7016754
36.20807648,-112.7016678
36.20811081,-112.7016373
36.2081337,-112.7016144
36.20816422,-112.7015305
36.20816422,-112.7015305
36.20817566,-112.7015381
36.20817566,-112.7015381
36.20817947,-112.7015381
36.20817947,-112.7015381
36.20817947,-112.7015228
36.20817947,-112.7015228
36.20818329,-112.7015305
36.2081871,-112.7015381
36.20836258,-112.7016449
36.20817566,-112.7019424
36.2081871,-112.7022095
36.20816422,-112.7023087
36.20814896,-112.7023087
36.2081604,-112.7023163
36.20813751,-112.7023163
36.20809555,-112.7023315
36.20809555,-112.7023315
36.20808411,-112.7023163
36.20808411,-112.7023163
36.20804977,-112.702301
36.20805359,-112.7023392
36.20804596,-112.7023315
36.20804596,-112.7023315
36.20804214,-112.7023163
36.2080307,-112.7022934
36.20801926,-112.7022781
36.20801926,-112.7022781
36.20799637,-112.7022247
36.20799637,-112.7022247
36.20798111,-112.7021866
36.20798111,-112.7021866
36.20796204,-112.7021561
36.20796204,-112.7021561
36.20796585,-112.7021637
36.20796204,-112.7021561
36.20795822,-112.7021484
36.20795822,-112.7021484
36.20795822,-112.7021484
36.20796967,-112.7021179
36.20803833,-112.7021256
36.20814896,-112.702095
36.20819473,-112.7020569
36.20829773,-112.7019653
36.20835114,-112.7019272
36.20837021,-112.7017746
36.20843124,-112.7013321
36.20854568,-112.7010956
36.20861053,-112.7009659
36.20868683,-112.7007752
36.20872498,-112.7006989
36.20874405,-112.7006226
36.20900726,-112.7006683
36.20906448,-112.7005234
36.20913696,-112.700119
36.20913696,-112.700119
36.20919418,-112.7000275
36.20925522,-112.6998138
36.20930862,-112.6996613
36.20946121,-112.6995621
36.20954132,-112.6994171
36.20970917,-112.6993027
36.20973969,-112.6992493
36.20973969,-112.6993408
36.20977783,-112.6992493
36.20993042,-112.6991043
36.21007919,-112.6990967
36.21023178,-112.6992416
36.210289,-112.69944
36.21039581,-112.699646
36.21051025,-112.6993866
36.21060562,-112.6993332
36.21068954,-112.6993561
36.21070099,-112.6994782
36.21083069,-112.6993866
36.21105576,-112.6992416
36.21133423,-112.6992645
36.21157074,-112.6993561
36.21159744,-112.6993408
36.2116127,-112.6993332
36.21173859,-112.699295
36.21180725,-112.6991577
36.21183014,-112.6990738
36.21203232,-112.6986694
36.21195221,-112.6984482
36.21183777,-112.6982193
36.211689,-112.6980515
36.21165848,-112.6980286
36.21160889,-112.6979523
36.211586,-112.6977844
36.21154022,-112.6977234
36.21146011,-112.6976318
36.21144485,-112.697609
36.21142197,-112.6975021
36.21141815,-112.6973496
36.21136093,-112.697258
36.21146011,-112.697113
36.21154022,-112.6968918
36.2116127,-112.6966858
36.21154022,-112.696434
36.2115593,-112.6962967
36.21178436,-112.6962662
36.21188736,-112.6961365
36.21202469,-112.6961289
36.21232224,-112.696167
36.21244431,-112.6961289
36.21261597,-112.6960373
36.21274948,-112.6959457
36.21291351,-112.6959
36.2130394,-112.6958923
36.21314621,-112.6959381
36.2131958,-112.6959686
36.2133255,-112.696022
36.21336365,-112.6959839
36.21336365,-112.6959839
36.21336746,-112.6959839
36.21337128,-112.6959763
36.21337128,-112.6959763
36.21339798,-112.6959763
36.21351242,-112.6959457
36.21364975,-112.6959229
36.21378708,-112.6958389
36.21389771,-112.6958008
36.21391296,-112.6958008
36.21403503,-112.6958237
36.2141304,-112.6958237
36.21422958,-112.6958313
36.21437836,-112.6957626
36.21449661,-112.6957626
36.21462631,-112.6957855
36.21476746,-112.6957932
36.21489334,-112.6957932
36.2150116,-112.695755
36.21512222,-112.6957321
36.21522522,-112.6956787
36.21523285,-112.6956406
36.21520996,-112.6956253
36.21514511,-112.6956329
36.21517944,-112.6956558
36.2151947,-112.6956635
36.21527863,-112.6956253
36.21531677,-112.6956558
36.21543121,-112.695694
36.21543121,-112.695694
36.21543121,-112.695694
36.21543121,-112.6957016
36.21543121,-112.6957245
36.21544266,-112.6956101
36.21549988,-112.6956711
36.21549988,-112.695755
36.21548462,-112.6957626
36.21548843,-112.695755
36.21548462,-112.6957245
36.21548462,-112.6957245
36.21548462,-112.6957626
36.2154808,-112.6957703
36.2154808,-112.6957703
36.21548462,-112.6957703
36.21547318,-112.6957321
36.21547318,-112.6957321
36.21547318,-112.6957398
36.21547318,-112.6957398
36.21549225,-112.6956635
36.21549225,-112.6956635
36.2155838,-112.6954727
36.2156601,-112.6953049
36.2158165,-112.6949921
36.21611023,-112.6946716
36.21625519,-112.6945267
36.21634674,-112.6941376
36.21650696,-112.6938629
36.21655273,-112.6937332
36.21649933,-112.6936951
36.21653748,-112.6936112
36.21655273,-112.6935577
36.21655273,-112.6935577
36.21641541,-112.6936264
36.21640015,-112.693512
36.21645355,-112.6934815
36.21656418,-112.6933975
36.21667099,-112.6933365
36.21681213,-112.693306
36.21689606,-112.6933289
36.21693039,-112.6933594
36.21706772,-112.6933212
36.21709442,-112.6933212
36.21717834,-112.6932907
36.21723557,-112.6932602
36.21734619,-112.6931
36.21741486,-112.6929703
36.21731949,-112.6925278
36.21730804,-112.6923676
36.21754456,-112.6919403
36.21755981,-112.691803
36.21770096,-112.6917572
36.21789932,-112.6917725
36.21792221,-112.6917801
36.21820068,-112.6918259
36.21828079,-112.6918335
36.21834183,-112.691803
36.21849442,-112.691658
36.21861649,-112.691536
36.21868896,-112.691452
36.21882629,-112.6913528
36.21883392,-112.69133
36.21899796,-112.6913376
36.2191124,-112.6913834
36.21926498,-112.6913834
36.21943283,-112.6914139
36.21961975,-112.6913986
36.2196312,-112.6914063
36.21974945,-112.6914902
36.21983719,-112.6915283
36.21989822,-112.6915741
36.220047,-112.6916809
36.2202034,-112.6919098
36.22022247,-112.6919403
36.22032928,-112.6921234
36.22039413,-112.692215
36.22043991,-112.6922607
36.22060394,-112.6923752
36.22074509,-112.6923904
36.22089386,-112.6924439
36.22093201,-112.6924515
36.22120667,-112.6924744
36.22123718,-112.6924973
36.22132874,-112.6925201
36.22136307,-112.6924667
36.22140884,-112.6923828
36.22156525,-112.6919937
36.22175598,-112.6920471
36.22179413,-112.6921616
36.22179413,-112.6923447
36.22181702,-112.6924439
36.2218895,-112.6925049
36.22199631,-112.6924896
36.2220993,-112.6925125
36.2221489,-112.6925278
36.2221489,-112.6925278
36.22217178,-112.6925354
36.22232056,-112.6925278
36.22245026,-112.692543
36.22260666,-112.6925049
36.2227211,-112.6924744
36.22280884,-112.692482
36.22284317,-112.692482
36.22299194,-112.6924667
36.22311783,-112.6924439
36.2231369,-112.6924515
36.22325897,-112.6924591
36.22330475,-112.6923752
36.22338867,-112.692337
36.22348785,-112.6922455
36.22350311,-112.6922379
36.22353363,-112.6922379
36.22369003,-112.6922379
36.22371674,-112.6922226
36.22386169,-112.6921387
36.22399521,-112.6921387
36.22411728,-112.6920929
36.22419357,-112.6920624
36.22433472,-112.6920929
36.22446823,-112.6921234
36.22462463,-112.6921158
36.22470474,-112.6921463
36.22475815,-112.6921768
36.22492981,-112.692215
36.22505188,-112.6922607
36.22515869,-112.6923142
36.22524643,-112.6923599
36.22531128,-112.6924362
36.22549057,-112.6925201
36.22559357,-112.6926117
36.22562408,-112.692627
36.22576141,-112.6926498
36.225811,-112.6926117
36.22591019,-112.692543
36.22602081,-112.6925888
36.22613144,-112.692627
36.22629166,-112.6926422
36.22629547,-112.6926422
36.22644043,-112.6926041
36.22661972,-112.6926498
36.22675705,-112.6926498
36.22688675,-112.692627
36.22701645,-112.6925812
36.22709656,-112.6925583
36.22716904,-112.692543
36.22727966,-112.6925125
36.22732162,-112.6924744
36.22739029,-112.6924515
36.22750092,-112.6924667
36.22734833,-112.6931686
36.22737122,-112.6927719
36.22742081,-112.6926727
36.22753906,-112.6926498
36.22759247,-112.692627
36.22768021,-112.6925812
36.22779846,-112.6925812
36.22796631,-112.6925201
36.22808456,-112.6925201
36.22824478,-112.6925201
36.22838211,-112.6924973
36.22842789,-112.6925201
36.22858429,-112.6925583
36.2286644,-112.6925964
36.22877884,-112.6925964
36.22878647,-112.6925964
36.22878647,-112.6925964
36.2288208,-112.6926193
36.22887802,-112.692688
36.22911072,-112.692955
36.22911835,-112.6929627
36.22935104,-112.6928864
36.22950745,-112.692955
36.22953415,-112.6929398
36.22956467,-112.6929398
36.22967148,-112.6929398
36.22975922,-112.6929016
36.22986984,-112.6929016
36.22996521,-112.6926575
36.23007584,-112.6925812
36.23019409,-112.6924439
36.23021317,-112.6923828
36.23025894,-112.6923218
36.23038483,-112.6922455
36.23041916,-112.6922302
36.23054886,-112.6921768
36.23060608,-112.6921845
36.23070908,-112.6921845
36.23080063,-112.6922302
36.23096848,-112.6922836
36.23107147,-112.6922684
36.23119736,-112.69207
36.23123932,-112.6919327
36.23128128,-112.691803
36.23137665,-112.6916809
36.23150635,-112.6915436
36.23163605,-112.6914291
36.23176956,-112.6913452
36.23189545,-112.6912537
36.23204041,-112.6911316
36.23225784,-112.6911316
36.23232269,-112.6912918
36.23221207,-112.691391
36.23217392,-112.69133
36.23210907,-112.6913147
36.23209763,-112.6912842
36.23210907,-112.6912842
36.23210526,-112.6913147
36.23210526,-112.6913147
36.23210144,-112.6913223
36.23210526,-112.6913223
36.23210526,-112.6913223
36.23210526,-112.69133
36.23210526,-112.69133
36.23210144,-112.6913223
36.23210526,-112.6913147
36.23211288,-112.6913376
36.2322197,-112.6913605
36.2323494,-112.6913605
36.23235703,-112.6913376
36.23239136,-112.6912994
36.23239136,-112.6912994
36.23239136,-112.6912994
36.23239136,-112.6912994
36.23239517,-112.6912994
36.23239517,-112.6912994
36.23239136,-112.6913376
36.23223495,-112.6912918
36.23216629,-112.6912537
36.23216248,-112.6912537
36.23216248,-112.6912613
36.23216248,-112.6912537
36.23216248,-112.6912537
36.23216248,-112.6912537
36.23216248,-112.6912537
36.23216248,-112.6912537
36.23216248,-112.6912537
36.23216248,-112.6912537
36.23216248,-112.691246
36.23216248,-112.691246
36.23216629,-112.6912384
36.23216629,-112.691246
36.23216629,-112.691246
36.23216629,-112.691246
36.23216248,-112.691246
36.23216248,-112.691246
36.23216629,-112.6912308
36.2321701,-112.6912155
36.23215866,-112.6912155
36.23215866,-112.6912155
36.23215866,-112.6912155
36.23215866,-112.6912155
36.23216248,-112.6912155
36.23220825,-112.6912231
36.23222733,-112.6911926
36.23225784,-112.691124
36.2322731,-112.6910629
36.23230362,-112.6908341
36.23231125,-112.6908112
36.23231888,-112.6908035
36.23240662,-112.6906967
36.23248672,-112.6905899
36.23258972,-112.6904984
36.23269272,-112.6903992
36.23277664,-112.6902924
36.2328949,-112.6902084
36.23300934,-112.690094
36.23308563,-112.6899414
36.23310089,-112.6898727
36.23309326,-112.6897278
36.233078,-112.6896057
36.23307419,-112.6895905
36.23303986,-112.6894684
36.23303604,-112.6893311
36.23301697,-112.6892395
36.23299026,-112.6890869
36.23299026,-112.6889877
36.23303604,-112.6888504
36.23310471,-112.6887283
36.23313522,-112.6886673
36.23323441,-112.6885452
36.23337936,-112.6884842
36.23350525,-112.6884232
36.23363113,-112.6883621
36.23374557,-112.6882782
36.23386002,-112.6881485
36.23387909,-112.6881256
36.23397827,-112.6880264
36.23404312,-112.6880035
36.23405838,-112.6879959
36.23409271,-112.6879883
36.23421097,-112.687973
36.23432159,-112.6879273
36.23448563,-112.6878815
36.23467636,-112.6878891
36.2348175,-112.6878738
36.23496246,-112.6878815
36.23509598,-112.6878967
36.23523331,-112.687912
36.23538208,-112.6879273
36.23551559,-112.6879578
36.23564911,-112.6880493
36.23568344,-112.6880646
36.23574066,-112.6881332
36.23574829,-112.6881638
36.23574829,-112.6881638
36.23586273,-112.6881714
36.23598099,-112.6882248
36.2360878,-112.6882782
36.23616791,-112.688324
36.23628235,-112.688385
36.23642731,-112.6884384
36.23654175,-112.6884995
36.23664093,-112.6886063
36.23667908,-112.6886826
36.23673248,-112.6888046
36.23674393,-112.6888886
36.23674011,-112.688942
36.23674774,-112.6891403
36.2367897,-112.689209
36.23680115,-112.6892166
36.23689651,-112.6892929
36.23699951,-112.6893539
36.23704147,-112.6893692
36.23712158,-112.6894074
36.23723602,-112.689476
36.23736572,-112.6895599
36.23746109,-112.6895599
36.23757172,-112.6895218
