,Studio,animators,artists,binary_rating,budget,directors,directors_score,gross,music,num_animators,num_artists,num_crew,num_directors,num_music,num_producers,num_ratings,num_visual,num_visual_fx,num_writers,producers,producers_score,profit,rating,ratio,title,visual_fx,writers,writers_score,writersproducers_score,year
311,Constantin Film Produktion,"[ Hakan Akögretmen
,  Arno Franzl
,  Michael Glans
,  Felix Graf
,  Ivo Grigull
,  Uwe Heidschötter
,  Patrick Heumann
,  Ellen Hoffmann
,  Konstantin Hubmann
,  Stefan Klauss
,  Oliver Kurth
,  Martin Moch
,  Fabian Mueller
,  Benedikt Niemann
,  Peter Oedekoven
,  Sebastian Riemen
,  Carsten Seller
,  Nicolai Tuma
,  Jörg Volk
,  Thomas Voß
,  Lucas Wendler
]","[ Hakan Akögretmen
,  Boris Kiselicki
,  Michael Mantel
,  Peter Oedekoven
,  David Scherr
]",0.0,0.0,[],0,0.0,"[ Pia Hoffmann
,  Gregory Jamrok
,  Tony Mandracchia
,  Nils Rademacher
,  Tom Russbueldt
,  Billy Sullivan
,  Florian Tessloff
,  Jonathan Williams
]",21,5,91,0,8,5,4742,46.0,25,5,"[ Reinhard Klooss
,  Martin Moszkowicz
,  Eckhart Schmidt
,  Holger Tappe
,  Bernhard Thür
]",10,0.0,4.9,1.19047619048,Animals United  ,"[ Marcus Boos
,  Angelo Caruso
,  Beckstein Dennis
,  Manuel Dongowski
,  Marieke Franzen
,  Arno Franzl
,  Mathias Gerlach
,  Jens Harter
,  Ralf Hietel
,  Clemens Kinder
,  Sven Kroog
,  Florian Linner
,  Stefan Puschendorf
,  Nico Rehberg
,  Tino Roeger
,  Marian Sander
,  Tarkan Sarim
,  David Scherr
,  Timo Schnitt
,  Daniele Siragusano
,  Tim Völcker
,  Tino Waschke
,  Volker Willmann
,  Guillaume Wyatt
,  Yvonne Zacharias
]","[ Simon Hauschild
,  Oliver Huzly
,  Reinhard Klooss
,  Erich Kästner
,  Sven Severin
]",7,17,2010
312,M5 Audiovisual,[],[],0.0,0.0,[],0,0.0,[],0,0,5,0,0,3,9,0.0,0,1,"[ Ángel Izquierdo
,  Carmen Pérez
,  Antonio Zurera
]",3,0.0,5.3,0.0,Las aventuras de Don Quijote  ,[],"[ Miguel de Cervantes y Saavedra
]",2,5,2010
313,DC Entertainment,"[ Kentaro Akiyama
,  Yoshinobu Aohachi
,  Kazue Aoki
,  Jan Browning
,  Peijun Cao
,  Thanasit Chaipanyawong
,  Yoshio Chatani
,  Genta Chiba
,  Richard Collado
,  Annamarie Costa
,  Chen Da Li
,  Lim Chea Duk
,  Liu Jun Feng
,  Junjie Fu
,  Miho Fujita
,  Tomoyuki Fujiwara
,  Jennifer Gase
,  Chuck Gefre
,  Taro Goto
,  Kaori Hagiwara
,  Taichi Handa
,  Atsuhiko Hara
,  Yuki Hara
,  Kaori Hayashi
,  Kaoki Hiramura
,  Sadaaki Honda
,  Takumi Honsawa
,  Han Dong Hoon
,  Itaru Horino
,  Margaret Hou
,  Yin Chun Hui
,  Osamu Ii
,  Kazuki Ikeda
,  Takahiro Ikezoe
,  Kim Jong Im
,  Chalermpol Inlom
,  Sugako Ishii
,  Sae Ishitsuka
,  Kuniko Iwaya
,  Ho Seong Jin
,  Manop Jungsataen
,  Yasuhiro Kajino
,  Kenji Kajiwara
,  Kongdaj Kamthong
,  Emiko Kanayama
,  Masaaki Kanba
,  Isamitsu Kashima
,  Minami Kasuga
,  Hiroto Kato
,  Ryûta Kawagishi
,  Yuka Kawai
,  Gordon Kent
,  Ken Kessel
,  Li Bo Khuan
,  Hye-Jung Kim
,  Mal Nam Kim
,  Hirotaka Kinoshita
,  Ikuyo Kiyota
,  Shogo Kizatawa
,  Takafumi Koshi
,  Nobuyuki Koyanagi
,  Takashi Kurahashi
,  Hideo Kurakawa
,  Akira Kuramoto
,  Arisa Kuroda
,  Yoshiko Kuroda
,  Xiong Ya Lei
,  Terrence Charles Lennon
,  Boya Li
,  Ye Li
,  Cai Jin Liang
,  Zhonghui Lin
,  Liming Liu
,  Michel Lyman
,  Shunsuke Machiya
,  Fumio Maezono
,  Chuck Martin
,  Chie Maruyama
,  Toshihiko Masuda
,  Yoshiaki Matsuda
,  Reina Matsumura
,  Yuko Matsuo
,  Kazuhide Matsushime
,  Burt Medall
,  Kiyomi Miyakawa
,  Jûji Mizumura
,  Toshiharu Mizutani
,  Chatchai Modmoh
,  Herb Moore
,  Michiko Morokuma
,  Sachiho Motoda
,  Tomokatsu Nagasaku
,  Go Young Nam
,  Stephen Nicodemus
,  Li Ning
,  Shin Nishizawa
,  Satoko Okada
,  Asami Ono
,  Kôichirô Ono
,  Anna Ooizumi
, ...]","[ Dusty Abell
,  Joseph Aguilar
,  Christopher Berkeley
,  Andy Chiang
,  Brendan Clogher
,  Chris Copeland
,  Christine Juhl Delk
,  Robert Fletcher
,  Curt Geda
,  Gary Hartle
,  Sam Liu
,  Lauren Montgomery
,  Jay Oliva
,  Sean Song
,  Jonard Soriano
,  Keo Thongkham
,  Vince Toyama
,  Brandon Vietti
,  Alan Wan
]",1.0,0.0,[],0,0.0,"[ Francisco Rodriguez
,  Niki Sherrod
,  Jermaine Stegall
]",160,19,303,0,3,9,40309,206.0,46,20,"[ Alan Burnett
,  Takaaki Matsudaira
,  Benjamin Melniker
,  Gregory Noveck
,  Bobbie Page
,  Sam Register
,  Bruce Timm
,  Michael Uslan
,  Tim Yoon
]",79,0.0,8.1,0.2875,Batman: Under the Red Hood  ,"[ Shigeki Asakawa
,  Chanpen Atharn
,  Matthew Girardi
,  Fang Yong Hao
,  Hiroyuki Hatada
,  Tetsuji Higuchi
,  Kim Tae Hun
,  Toshinori Iizuka
,  Ayumi Itakura
,  Oh Min Ja
,  Lalida Jangsatean
,  Yen Ya Jie
,  Junichi Kakinuma
,  Masashi Kamiki
,  Nobuhiro Kawakami
,  Minso Kim
,  Aki Kobayashi
,  Yoshito Kuwa
,  Aya Matsubayashi
,  Wataru Midway
,  Yoshimi Mogi
,  Masaaki Onodera
,  Kanako Oshiro
,  Shinji Saito
,  Yuka Saitô
,  Hyun So See
,  Rieko Sekine
,  Yasuhiro Shimizu
,  Jang Seong Soo
,  Jung Hye Sook
,  Kil Eun Sook
,  Kim Hee Sook
,  Prasert Srisuk
,  Kentaro Takahashi
,  Yusuke Takahashi
,  Manabu Takasaka
,  Hiromi Tano
,  Chika Totsuka
,  Ya Jun Wang
,  Chen Xue Xuan
,  Takeshi Yagi
,  Jia Yan
,  Motohiro Yoshikawa
,  Choi Na Young
,  Kwyoen Hye Young
,  Xiang Lan Zhang
]","[ Judd Winick
,  Bob Kane
,  Bob Kane
,  Neal Adams
,  Gerry Conway
,  Bill Finger
,  Bill Finger
,  Doug Mahnke
,  Judd Winick
,  Judd Winick
,  Marv Wolfman
,  Jerry Robinson
,  Gardner Fox
,  Doug Moench
,  Denny O'Neil
,  George Pérez
,  Tom Mandrake
,  Murphy Anderson
,  Dick Sprang
,  Don Newton
]",100,179,2010
314,SD Entertainment,"[ Mark Lewis
]","[ Jim Stenstrum
]",0.0,0.0,[],0,0.0,[],1,1,7,0,0,3,27,1.0,0,1,"[ Jonathan Dern
,  Carol Monroe
,  Paul Sabella
]",31,0.0,5.1,0.0,Care Bears: Share Bear Shines  ,[],"[ Thomas Hart
]",6,37,2010
315,Dong Woo Animation Co.,"[ Nozomu Abe
,  Kei Ajiki
,  Kazunori Akiyama
,  Koichi Arai
,  John Cataldi
,  Hoon Chul Choi
,  Victor Cook
,  Kotomi Deai
,  Kenji Fujisaki
,  Hisaki Furukawa
,  Ryota Furukawa
,  Richard Gasparian
,  Greg Guler
,  Satoshi Hashimoto
,  Takefumi Hashitomi
,  Shin'ichi Iimura
,  Dai Imaoka
,  Fujio Inose
,  Nobutaka Ito
,  Yûki Itô
,  Hoon Jung
,  Shinpei Kamada
,  Hitoshi Kamata
,  Sunki Kang
,  Akiko Kawazoe
,  Gordon Kent
,  Jin Sung Kim
,  Sangjin Kim
,  Seiji Kishimoto
,  Genichiro Kondo
,  Keiichi Kondo
,  Tsukasa Kotobuki
,  Shoko Kushibiki
,  Yôko Kutsusawa
,  Jae-Ui Kwak
,  Yoshiaki Kyôgoku
,  Jae-Jung Lee
,  Seung Kyu Lee
,  Masako Matsumoto
,  Kenny McGill
,  Yukihiro Miyaji
,  Satoshi Miyoshi
,  Tatsuya Mizuno
,  Tetsurô Moronuki
,  Shûkô Murase
,  Mitsunori Murata
,  Takashi Muratan
,  Hisafumi Nakahara
,  Mitsunobu Nakamura
,  Seiichi Nakatani
,  Jong-Sik Nam
,  Akiko Obara
,  Nobutoshi Ogura
,  Yaushi Ohara
,  Yasutake Okawara
,  Yôsuke Okuda
,  Chan-Young Park
,  Jae-Young Park
,  Jeff Purves
,  Ki Hyun Ryu
,  Yutaka Sakamoto
,  Atsuko Sasaki
,  Mariko Sasaki
,  Naruhito Sekikawa
,  Miyoko Shikibu
,  Hiroshi Shimizu
,  Jae-Ik Shin
,  Tomohiro Shinoda
,  Myoung Smith
,  Shizu Taira
,  Akira Takada
,  Iwao Teraoka
,  Yûga Tokuno
,  Takashi Torii
,  Kei Tsunematsu
,  Minoru Ueda
,  Masaharu Uemura
,  Shota Ueno
,  Yasuomi Umetsu
,  Akane Umezu
,  George Villaflor
,  Yuko Yamada
,  Dong Joo Yang
,  Takanori Yao
]","[ Kevin Altieri
,  Jin Seok Choi
,  Takako Ito
,  Hoon Jung
,  Jaehyung Kim
,  Sangjin Kim
,  Shinichi Kojima
,  Joey Mason
,  Dongyeon Moon
,  Jong-Sik Nam
,  Yu-Won Pang
,  Min Park
,  Chuck Patton
,  Youko Saito
,  Yuko Saitou
,  Lee Seunggyu
,  Ayako Shirase
,  Mika Sugawara
,  Reiko Takahashi
,  Yuuho Taniuchi
,  Michie Watanabe
,  Tomoe Yoshimura
]",0.0,0.0,[],0,0.0,[],84,22,161,0,0,18,6244,86.0,2,3,"[ Kum Nam Cho
,  Carin Davis
,  Mike Disa
,  Joe Goyette
,  Maria Hae-Ran Ha
,  Chung Hyun
,  Mitsuhisa Ishikawa
,  Lee Jonggil
,  Tôru Kawaguchi
,  Shinwan Kim
,  Taesoo Kim
,  Shinichirô Kobayashi
,  Takashi Kôchiyama
,  Cate Latchford
,  Sera Lee
,  Joung Mee
,  Jim Wyatt
,  Cho Yongjoo
]",35,0.0,6.6,0.0238095238095,Dante's Inferno: An Animated Epic  ,"[ Brent M. Bowen
,  Steven Fahey
]","[ Dante Alighieri
,  Jonathan Knight
,  Brandon Auman
]",7,42,2010
316,Universal Pictures,"[ Salem Arfaoui
,  Pierre Avon
,  Kyle Balda
,  Jean-François Barthélémy
,  Nicolas Bauduin
,  Keith Baxter
,  Bart Boirot
,  Daniel Callaby
,  Lang-Willar Chloe
,  Céline Chotard
,  Gerald Clevy
,  Michael Crouzat
,  Romain Côte
,  Laurent de la Chapelle
,  Jonathan del Val
,  Patrick Delage
,  Julien Depoortere
,  Ephraïm Drouet
,  Moïse Essame
,  Mathilde Fabry
,  Audrey Fobis
,  Benoit Fournol
,  Lionel Gallat
,  Vincent Garcia
,  Carter Goodrich
,  Eric Guillon
,  Jean Hemez
,  Guillaume Herent
,  Guy-Laurent Homsy
,  Yannick Honore
,  Silke Jager
,  Fabrice Joubert
,  Karin Kempf
,  Mike Kim
,  Francois Laurent
,  Pierre Leduc
,  Stephane Mangin
,  Mathieu Menard
,  Loïc Miermont
,  Renaud Mégange
,  David Nasser
,  Prothais Nicolas
,  Elena Ortego
,  Florian Parrot
,  Elisabeth Patte
,  Christel Pougeoise
,  Mitja Rabar
,  Julen Santiago
,  Régis Schuller
,  Julien Soret
,  Clementine Tronel
,  Emmanuel Vergne
,  Jorge Vigara
]","[ Katie Ballentine
,  David Berthier
,  Cal Brunker
,  Sergio Casas
,  Olivier Delabarre
,  Derek Evanick
,  Jun Falkenstein
,  Matt Flynn
,  Stephan Franck
,  Marec Fritzinger
,  Clément Griselain
,  John Davis Infantino
,  Robin Joseph
,  Piet Kroon
,  Javier Ledesma
,  Carlos Felipe León Ortiz
,  Rita Lichtwardt
,  Paul Mager
,  Vincent Massy
,  Glenn McCoy
,  Steve Moore
,  Raymie Muzquiz
,  Mark O'Hare
,  Wilbert Plijnaar
,  Loïc Rastout
,  Peter Shin
,  James Suhr
,  Philippe Tilikete
,  Christophe Vacher
,  Adam Van Wyk
,  David Wachtenheim
]",1.0,69.0,[],0,251.501645,"[ Sam Allison
,  Slamm Andrews
,  Dustin Capulong
,  Chuck Choi
,  Andrew Coleman
,  Jason Dale
,  Tim Davies
,  Steve Davis
,  Greg Dennen
,  Elsie Fisher
,  Geoff Foster
,  Bruce Fowler
,  Walt Fowler
,  Elizabeth Gallardo
,  Rick Giovinazzo
,  Tom Gire
,  Gavin Greenaway
,  Josh Gudwin
,  Oren Hadar
,  Vicki Hiatt
,  Scott Hosfeld
,  Ghazi Hourani
,  Brandon Jones
,  Kevin Kaska
,  Mike Knobloch
,  Steven Kofsky
,  Mike Larson
,  Tim Lauber
,  Guillermo Lefeld
,  Fabian Marascuillo
,  Alan Meyerson
,  Kathy Nelson
,  Joey Newman
,  Satoshi Mark Noguchi
,  Jenny O'Grady
,  Satnam Ramgotra
,  Lynda Richardson
,  Ramon Rivas
,  Tim Rodier
,  Peter Rotter
,  Czarina Russell
,  Carl Rydlund
,  Daniel Scolari
,  Jacob Shea
,  John Sponsler
,  Denis St. Amand
,  Tom Steel
,  Chris Westlake
,  Pharrell Williams
,  Andrew Zack
,  Hans Zimmer
,  Sebastian Zuleta
,  Sven Faulconer
,  Geoff Foster
,  Scott McRae
,  Daniel Rojas
]",53,31,356,0,56,6,402124,155.0,102,3,"[ John Cohen
,  Janet Healy
,  Christopher Meledandri
,  Sergio Pablos
,  Nina Rappaport
,  Robert Taylor
]",28,182.501645,7.7,1.92452830189,Despicable Me  ,"[ Jerome Auliac
,  Guillaume Barlier
,  Marie-Claire Bazart
,  John R.A. Benson
,  Alexandre Bermond
,  Saïdou Bernabé
,  Florian Bestel
,  Mickael Bethune
,  Vincent Blanqué
,  Adrien Borzakian
,  Marie Bourguet
,  Xavier Breuil
,  Bertrand Breuze
,  Cédric Burkarth
,  Mickael Caramelo
,  Emmanuelle Carlier
,  Merlin Carroll
,  Blandine Chanteur
,  Matthieu Chatelier
,  Bruno Chauffard
,  Charles Chorein
,  Justine Codron
,  Jean-Denis Coindre
,  Jean-Nicolas Costa
,  Rudyard Cretenet
,  Clement Darbois
,  Vivian David
,  Antoine Douadi
,  Selim Draia
,  Christophe Duflaut
,  Steven Dupuy
,  Thomas Foncelle
,  Lucien Fostier
,  David Fourrage
,  Julien Frantz
,  Valerie Gabriel
,  Delphine Garrelis
,  Damien Gautron
,  Pierre Gobilliard
,  Stephan Guerin
,  Mathieu Gérard
,  Thomas Haas-Christensen
,  Pierre-Loic Hamon
,  Guy-Laurent Homsy
,  Vincent Houze
,  Philippe Huberdeau
,  Aurelien Hulot
,  Josselin Jallut
,  Dean Koonjul
,  Jola Kudela
,  Elodie Labbe
,  Khaled Labidi
,  Francois Launet
,  François Le Bastard
,  Thomas Lefebvre
,  Yann Leroux
,  David Liebard
,  Pierre Lopes
,  Sergeï Lourié
,  Jeanne Loyer
,  Olivier Lukaszczyk
,  Paul Luna
,  Stéphanie Machuret
,  Jean-François Macé
,  Mathieu Malard
,  Gaston Marcotti
,  Olivier Martiny
,  Le Meur Mathieu
,  Thomas Metais
,  Matthieu Molina
,  Adrien Montero
,  David Pelle
,  Maya Pelle
,  Alexis Peraste
,  Benoit Philippon
,  Eric Placoly
,  Delphine Potevin
,  Romain Privat de Fortunie
,  Simon Rafin
,  Ludovic Ramisandraina
,  Dane Rapaport
,  Quentin Ricci
,  David Rodrigues
,  Marion Roger
,  Stephanie Saillard
,  Marine Samyn
,  Gourdal Sebastien
,  Antonin Seydoux
,  Ken Shimizu
,  Niranjan Siva
,  Hugues Ssosse
,  Sebastien Stoianov
,  Jeremy Séguin
,  Josselin Tonnellier
,  Mathieu Trintzius
,  Nicolas Valade
,  Gerome Viavant
,  Anthony Voisin
,  Milan Voukassovitch
,  Fabien Yorgandjian
, ...]","[ Cinco Paul
,  Ken Daurio
,  Sergio Pablos
]",12,40,2010
317,Comedy Central,"[ Marius Alecse
,  Daniel Bodinof
,  William Cuna
,  Kali Fontecchio
,  Alan Foreman
,  Brock Gallagher
,  James Krenzke
,  Hayk Manukyan
,  Chris Martin
,  Carlos Ramos
,  Ryan Samsam
,  Ed Skudder
,  Chris Toms
]","[ Tyree Dillihay
,  Aaron Horvath
,  Ray Morelli
,  Rafael L. Navarro
,  Derek Lee Thompson
]",0.0,0.0,[],0,0.0,[],13,5,39,0,0,4,3102,14.0,1,0,"[ Andy Fiedler
,  Dave Jeser
,  Richard Quan
,  Matthew Silverstein
]",6,0.0,6.3,0.0769230769231,The Drawn Together Movie: The Movie!  ,"[ Tony Christopherson
]",[],0,6,2010
318,Halo-8 Entertainment,"[ Nik Blumish
,  Dennis Chen
,  Charles Choo
,  Daniel Freeman
,  Geoffrey A. George
,  Christie Hauck
,  Ann Hoyt
,  Steven Jones Jr.
,  Bob Wilson
,  David Witt
]",[],0.0,0.0,[],0,0.0,[],10,0,17,0,0,2,341,10.0,0,2,"[ Brian Giberson
,  Matt Pizzolo
]",2,0.0,5.6,0.0,Godkiller: Walk Among Us  ,[],"[ Matt Pizzolo
,  Matt Pizzolo
]",4,6,2010
319,Microsoft,"[ Manabu Akita
,  Kazunori Akiyama
,  Manamu Amasaki
,  Yoshinobu Andô
,  Keiko Anno
,  Sayo Aoi
,  Yasuhiro Aoki
,  Koichi Arai
,  Danny Austria
,  Marilou Cabarl
,  Francis Cayetano
,  Yumi Chiba
,  Rowena Coquia
,  Yuki Date
,  Kanetake Ebikawa
,  Shinjo Fuji
,  Kozo Fukuyama
,  Ryota Furukawa
,  Shiori Furusho
,  Mari Futamatsu
,  Hideki Futamura
,  Yûji Hakamada
,  Yuji Hakamata
,  Noriko Hara
,  Takashi Hashimoto
,  Hisayoshi Hayashi
,  Yûichirô Hayashi
,  Ryo Hokama
,  Emi Honda
,  Misuzu Ichinose
,  Keisuke Ide
,  Hiroaki Imaki
,  Miho Imoto
,  Hitoshi Inaba
,  Osamu Ishikawa
,  Shinji Itadaki
,  Hidetsugu Ito
,  Miyuki Ito
,  Yoshiyuki Itô
,  Nobuyuki Iwai
,  Tomoaki Kado
,  Mutsuko Kajigaya
,  Hideki Kakita
,  Yukari Kaku
,  Tomomi Kamiya
,  Toshiyuki Kan'no
,  Jirô Kanai
,  Satomi Kani
,  Hideoki Kasuma
,  Kumiko Katou
,  Etsuko Kawano
,  Kouichiro Kawano
,  Yuki Kawashima
,  Kazuchika Kise
,  Yukiko Kobayashi
,  Ritsuko Kondo
,  Tsuyoshi Kuawahara
,  Toshiharu Kudo
,  Miki Kurihara
,  Tsuyoshi Kuwahara
,  Yoshiaki Kyôgoku
,  Pascal LeGuino
,  Kiyoko Makita
,  Rod Mallare
,  Takashi Manaka
,  Hiromi Masahiko
,  John Masangca
,  Hirofumi Masuda
,  Sôichirô Matsuda
,  Riki Matsuura
,  Akio Matuo
,  Hisashi Mawatari
,  Kosuke Miyazawa
,  Kenji Mizuhata
,  Satoshi Mori
,  Atsuko Morimoto
,  Masae Motohashi
,  Yasushi Muraki
,  Shûkô Murase
,  Mitsunori Murata
,  Satomi Naito
,  Fumiko Nakahita
,  Yutaka Nakamura
,  Hirofumi Nakata
,  Katsuyoshi Nakatsuru
,  Hirotaka Nii
,  Daisuke Niinuma
,  Daisuke Niitsuma
,  Kenta Nozawa
,  Hiroyasu Oda
,  Akira Ono
,  Juan Orensen
,  Shinji Osada
,  Hiroyuki Oti
,  Jerome Padre
,  Tsunenori Saitô
,  Yuka Saitô
,  Satoshi Sakai
,  Sôichirô Sako
,  Mutsumi Sasaki
, ...]","[ Kenichiro Akimoto
,  Kaoru Aoki
,  Minori Aoyagi
,  Naoki Aoyama
,  Ken Arai
,  Shinji Aramaki
,  Hiroki Asanuma
,  Hideaki Fujimaki
,  Yûko Fujita
,  Yuki Fungakure
,  Shiori Furusho
,  Hideki Futamura
,  Aitor Gaston
,  Tshihiko Goto
,  Ayumu Hasegawa
,  Yûichirô Hayashi
,  Akihiro Hirasawa
,  Jinouchi Hiroto
,  Yasunori Hishinuma
,  Takehiko Hoashi
,  Takashi Honda
,  Mio Horiuchi
,  Lee Seung Hyeon
,  Yusuke Ikeda
,  Chiaki Imanaka
,  Gen Ito
,  Hiroyuki Ito
,  Miyuki Ito
,  Masato Itô
,  Akane Iwakamura
,  Tomoaki Kado
,  Azusa Kakoi
,  Toshiyuki Kan'no
,  Sho Kanaeko
,  Yuji Kaneko
,  Satomi Katou
,  Fumie Kawai
,  Shinji Kimura
,  Norika Kinoshita
,  Norimitsu Kobayashi
,  Makiko Kojima
,  Shinichi Koono
,  Takayuki Kotani
,  Kenichi Kurata
,  Haruka Kusaba
,  Tomoki Kyôda
,  Osamu Masuyama
,  Toshihaki Matsumura
,  Michiyo Miki
,  Yasushi Muraki
,  Kazu Nagai
,  Youkou Nagai
,  Junnko Nagasawa
,  Sho Nakahara
,  Gaku Nakata
,  Takayuki Nakata
,  Shihoko Nakayama
,  Tomoki Nakayma
,  Mika Nishimura
,  Daisuke Nishio
,  Masanori Nishiyama
,  Yuko Nojiri
,  Hiromasa Ogura
,  Shino Ohara
,  Yuka Ohno
,  Hirofumi Okayama
,  Ryoko Sano
,  Yu Sato
,  Atsushi Satomi
,  Kôji Sawai
,  Chie Senga
,  Shin'ichi Shôji
,  Tsutomu Suzuki
,  Hidetsugu Takahashi
,  Yoshito Takamine
,  Miki Tanaka
,  Tsukasa Tominaga
,  Shuichi Tsuji
,  Tsutomu Tsukada
,  Ikuko Tukidate
,  Yoshimi Umino
,  Tomoko Washida
,  Matoko Watabe
,  Shin Watanabe
,  Akihiko Yamaguchi
,  Keiichi Yamaguchi
,  Hiroshi Yamazaki
,  Yusuke Yanagisawa
,  Naoko Yanagita
,  Hanae Yokota
,  Hibiki Yoshizaki
]",0.0,0.0,"[ Frank O'Connor
,  Shinji Aramaki
,  Hideki Futamura
,  Toshiyuki Kan'no
,  Tomoki Kyôda
,  Kôichi Mashimo
,  Yasushi Muraki
,  Daisuke Nishio
,  Mamoru Oshii
,  Kôji Sawai
,  Keiichi Sugiyama
,  Takahiro Tanaka
,  Hiroshi Yamazaki
]",13,0.0,"[ David Christiansen
,  Robin Hoffmann
,  Naoyuki Horiko
,  Martin O'Donnell
,  Michael Salvatori
]",147,91,566,13,5,22,4106,299.0,152,10,"[ Joseph Chou
,  Joey Goubeaud
,  Kevin Grace
,  Rika Hitakada
,  Yoshi Ikezawa
,  Mitsuhisa Ishikawa
,  Hidetoshi Kobayashi
,  Rui Kuroki
,  John Ledford
,  Kôichi Mashimo
,  Masahiko Minami
,  Kôzô Morishita
,  Koji Murakoso
,  Hideaki Muraoka
,  Satoshi Okano
,  Veronica Peshterianu
,  Bonnie Ross
,  Hiroyuki Seshita
,  Alison Stroll
,  Eiichi Takahashi
,  Eiko Tanaka
,  Kunitoshi Yamada
]",58,0.0,6.7,1.03401360544,Halo Legends  ,"[ Sinnosuke Abe
,  Kenichiro Akimoto
,  Alex Antonio
,  Stellmar Aplon
,  Eiji Arai
,  Jun Arai
,  Shigeru Araki
,  Ryo Baba
,  Emelyn Berns
,  Takayuki Chiba
,  Carlito Cruz Jr.
,  Nobuaki Ebihara
,  Gento Fujiwara
,  Kengo Furuya
,  Peter Paul Galang
,  Eric Garduno
,  Tatsuro Goda
,  Naoya Hagiwara
,  Yuko Hamada
,  Takeshi Harada
,  Kazayuki Hata
,  Hideki Hatano
,  Ayumi Hayashi
,  Jôji Hayashi
,  Shuichi Heishi
,  David James Henderson
,  Takeshi Himi
,  Masahiro Hiroaka
,  Michiko Hirokawa
,  Takehiko Hoashi
,  Fumishige Hokama
,  Naotaka Horiguchi
,  Misaki Horiuchi
,  Nobou Hosoyama
,  Masakazu Hotta
,  Satoru Ichikawa
,  Chiaki Imanaka
,  Akira Iribe
,  Takafumi Ishida
,  Takashi Ishida
,  Yoshiki Isozaki
,  Takemasu Itou
,  Chie Iwamoto
,  Takahiro Kakidaira
,  Ayumi Kamo
,  Toshiharu Katayama
,  Shigehito Kawada
,  Keisuke Keboushi
,  Sohei Keitoku
,  Ryou Kishimoto
,  Kensuke Kitou
,  Makoto Kogawa
,  Yoshihiro Komatsu
,  Yusuke Korenaga
,  Kumihito Kubo
,  Mitsuhiro Kubo
,  Atsushi Kurata
,  Masayuki Kurosawa
,  Tsuyoshi Kusano
,  Daisuke Kuwabara
,  Tetsuo Mada
,  Kazunori Makino
,  Hiroshi Maruyama
,  Yoshitaka Matsuura
,  Naoko Miyake
,  Manabu Miyamoto
,  Masahiro Mizobuchi
,  Kouiti Mizuno
,  Taeko Mizuno
,  Randy Mony
,  Hiroki Morikawa
,  Yuki Moriyama
,  Kentaro Morshita
,  Sakura Munakata
,  Hiroshi Murakami
,  Katsumi Nagai
,  Shinjirou Nagao
,  Santa Nakahara
,  Kunji Nakamura
,  Asuka Nakano
,  Hiroto Narita
,  Nao Nashida
,  Yukihiko Nishitouge
,  Kouichi Nobuta
,  Kazunaga Nomoto
,  Takahiro Nowatari
,  Noriyuki Ohmi
,  Kiyofumi Ohta
,  Eri Ohtsuka
,  Yusuke Okamoto
,  Yuichiro Okano
,  Mitsuru Okayasu
,  Tetsuya Okuno
,  Taiji Okusawa
,  Masatoshi Omura
,  Yuka Ono
,  Yusaki Ono
,  Kazumi Ozahata
,  Alex Palbarica
,  Antonio Pascua
, ...]","[ Joseph Staten
,  Frank O'Connor
,  Hiroshi Yamazaki
,  Eiji Umehara
,  Hiroyuki Kawasaki
,  Daisuke Nishio
,  Megumi Shimizu
,  Dai Satô
,  Ryan Morris
,  Naruki Nagakawa
]",10,68,2010
320,Fidecine,"[ Delfin Abad
,  Andreas Anler
,  Armando Avilez
,  Joseph Balderas
,  Ramón Baturoni
,  Melba Besa
,  Edgar Bugas
,  Jolan Calibuso
,  Kenneth Chan
,  Arion Chang
,  Dante Clemente
,  Alfonso Estrada
,  Bien Flores
,  Edgardo Francisco
,  Aurea Freniere
,  Chi Jung Hsu
,  Rey Ibay
,  Cynthia Javier
,  Carol Legaspi
,  Jocelyn Machado
,  Joseph Manuel
,  Stephanie Olivieri
,  Ariel Orea
,  Scott T. Petersen
,  Gabriel Quintero
,  Alexander Ragsac
,  Aarón Rey
,  Warren Romero
,  Elizabeth Romo
,  Francisco Rosales
,  Johnny Rosales
,  Rolando Sabado
,  Jose Marie Santiago
,  Bianca Siercke
,  Mariano Sister
,  Sean Sullivan
,  Lorna Sun
,  Julie Taroy
,  Alex Topete
,  Agnes De Vera
,  Noel Villano
,  Lila Martinez
,  Carlos E. Mendez
,  Mariano Sister
]","[ Armando Avilez
,  Aurea Freniere
]",0.0,0.0,[],0,0.0,"[ Mauricio Abaroa
,  Alexander Acha
,  Emmanuel
,  Rodolfo Juarez
,  Juan Pablo Manzanero
,  Gus Reyes
]",44,2,67,0,6,3,33,44.0,0,2,"[ Luis Curiel
,  Ana Cristina Fernández
,  Carlos Kuri
]",3,0.0,5.7,0.0,Héroes verdaderos  ,[],"[ Carlos Kuri
,  Riley Roca
]",2,5,2010
321,None,[],[],0.0,0.0,[],0,0.0,[],0,0,1,0,0,1,15,0.0,0,0,"[ Ren Zhongren
]",1,0.0,7.1,0.0,A Jewish Girl in Shanghai  ,[],[],0,1,2010
